Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
Plains,THB,,W,Land,Plains,0,Common,({T}: Add {W}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DDC, DDE, DDF, DDG, DDH, DDI, DDK, DDL, DDN, DDO, DDP, DDQ, DOM, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PDGM, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Island,THB,,U,Land,Island,0,Common,({T}: Add {U}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD2, DDE, DDF, DDH, DDI, DDJ, DDM, DDN, DDO, DDQ, DDS, DDT, DDU, DOM, DPA, DTK, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL02, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Swamp,THB,,B,Land,Swamp,0,Common,({T}: Add {B}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CST, DDC, DDD, DDE, DDH, DDJ, DDK, DDM, DDN, DDP, DDQ, DDR, DKM, DOM, DPA, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GVL, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD3, PELP, PF19, PF20, PGPX, PGRU, PHUK, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC01, WC02, WC03, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
Mountain,THB,,R,Land,Mountain,0,Common,({T}: Add {R}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ARN, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD1, DD2, DDE, DDG, DDH, DDI, DDJ, DDK, DDL, DDN, DDP, DDS, DDT, DDU, DKM, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD2, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
Forest,THB,,G,Land,Forest,0,Common,({T}: Add {G}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, GVL, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
"Elspeth, Sun's Nemesis",THB,W,W,Planeswalker,Elspeth,4,Mythic,"[−1]: Up to two target creatures you control each get +2/+1 until end of turn.
[−2]: Create two 1/1 white Human Soldier creature tokens.
[−3]: You gain 5 life.
Escape—{4}{W}{W}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Escape,,,"PPRO, PTHB, THB",Normal,
"Ashiok, Nightmare Muse",THB,"B, U","B, U",Planeswalker,Ashiok,5,Mythic,"[+1]: Create a 2/3 blue and black Nightmare creature token with ""Whenever this creature attacks or blocks, each opponent exiles the top two cards of their library.""
[−3]: Return target nonland permanent to its owner's hand, then that player exiles a card from their hand.
[−7]: You may cast up to three spells from among face-up cards your opponents own from exile without paying their mana costs.",,,,"PTHB, THB",Normal,
"Calix, Destiny's Hand",THB,"G, W","G, W",Planeswalker,Calix,4,Mythic,"[+1]: Look at the top four cards of your library. You may reveal an enchantment card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.
[−3]: Exile target creature or enchantment you don't control until target enchantment you control leaves the battlefield.
[−7]: Return all enchantment cards from your graveyard to the battlefield.",,,,"PTHB, THB",Normal,
"Daxos, Blessed by the Sun",THB,W,W,"Enchantment, Creature",Demigod,2,Uncommon,"Daxos's toughness is equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)
Whenever another creature you control enters the battlefield or dies, you gain 1 life.",,2,*,"PLIST, PMEI, THB",Normal,
"Heliod, Sun-Crowned",THB,W,W,"Enchantment, Creature",God,3,Mythic,"Indestructible
As long as your devotion to white is less than five, Heliod isn't a creature.
Whenever you gain life, put a +1/+1 counter on target creature or enchantment you control.
{1}{W}: Another target creature gains lifelink until end of turn.",Indestructible,5,5,"PTHB, SLD, THB",Normal,
"Callaphe, Beloved of the Sea",THB,U,U,"Enchantment, Creature",Demigod,3,Uncommon,"Callaphe's power is equal to your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
Creatures and enchantments you control have ""Spells your opponents cast that target this permanent cost {1} more to cast.""",,*,3,THB,Normal,
"Thassa, Deep-Dwelling",THB,U,U,"Enchantment, Creature",God,4,Mythic,"Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature.
At the beginning of your end step, exile up to one other target creature you control, then return that card to the battlefield under your control.
{3}{U}: Tap another target creature.",Indestructible,6,5,"PTHB, THB",Normal,
"Erebos, Bleak-Hearted",THB,B,B,"Enchantment, Creature",God,4,Mythic,"Indestructible
As long as your devotion to black is less than five, Erebos isn't a creature.
Whenever another creature you control dies, you may pay 2 life. If you do, draw a card.
{1}{B}, Sacrifice another creature: Target creature gets -2/-1 until end of turn.",Indestructible,5,6,"PTHB, THB",Normal,
"Tymaret, Chosen from Death",THB,B,B,"Enchantment, Creature",Demigod,2,Uncommon,"Tymaret's toughness is equal to your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
{1}{B}: Exile up to two target cards from graveyards. You gain 1 life for each creature card exiled this way.",,2,*,THB,Normal,
"Anax, Hardened in the Forge",THB,R,R,"Enchantment, Creature",Demigod,3,Uncommon,"Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead.",,*,3,"PLIST, THB",Normal,
"Purphoros, Bronze-Blooded",THB,R,R,"Enchantment, Creature",God,5,Mythic,"Indestructible
As long as your devotion to red is less than five, Purphoros isn't a creature.
Other creatures you control have haste.
{2}{R}: You may put a red creature card or an artifact creature card from your hand onto the battlefield. Sacrifice it at the beginning of the next end step.",Indestructible,7,6,"PTHB, THB",Normal,
"Nylea, Keen-Eyed",THB,G,G,"Enchantment, Creature",God,4,Mythic,"Indestructible
As long as your devotion to green is less than five, Nylea isn't a creature.
Creature spells you cast cost {1} less to cast.
{2}{G}: Reveal the top card of your library. If it's a creature card, put it into your hand. Otherwise, you may put it into your graveyard.",Indestructible,5,6,"PTHB, THB",Normal,
"Renata, Called to the Hunt",THB,G,G,"Enchantment, Creature",Demigod,4,Uncommon,"Renata's power is equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
Each other creature you control enters the battlefield with an additional +1/+1 counter on it.",,*,3,"PLIST, THB",Normal,
"Klothys, God of Destiny",THB,"G, R","G, R","Enchantment, Creature",God,3,Mythic,"Indestructible
As long as your devotion to red and green is less than seven, Klothys isn't a creature.
At the beginning of your precombat main phase, exile target card from a graveyard. If it was a land card, add {R} or {G}. Otherwise, you gain 2 life and Klothys deals 2 damage to each opponent.",Indestructible,4,5,"PTHB, THB",Normal,
"Athreos, Shroud-Veiled",THB,"B, W","B, W","Enchantment, Creature",God,6,Mythic,"Indestructible
As long as your devotion to white and black is less than seven, Athreos isn't a creature.
At the beginning of your end step, put a coin counter on another target creature.
Whenever a creature with a coin counter on it dies or is put into exile, return that card to the battlefield under your control.",Indestructible,4,7,THB,Normal,
"Elspeth, Undaunted Hero",THB,W,W,Planeswalker,Elspeth,5,Mythic,"[+2]: Put a +1/+1 counter on each of up to two target creatures.
[−2]: Search your library and/or graveyard for a card named Sunlit Hoplite and put it onto the battlefield. If you search your library this way, shuffle.
[−8]: Until end of turn, creatures you control gain flying and get +X/+X, where X is your devotion to white.",,,,THB,Normal,
Eidolon of Inspiration,THB,W,W,"Enchantment, Creature",Spirit,3,Uncommon,"At the beginning of combat on your turn, target creature you control gets +2/+0 until end of turn.",,2,2,THB,Normal,
Elspeth's Devotee,THB,W,W,Creature,"Human, Soldier",4,Rare,"When Elspeth's Devotee enters the battlefield, you may search your library and/or graveyard for a card named Elspeth, Undaunted Hero, reveal it, and put it into your hand. If you search your library this way, shuffle.",,3,3,THB,Normal,
Sunlit Hoplite,THB,W,W,Creature,"Human, Soldier",2,Common,"As long as it's your turn, Sunlit Hoplite has first strike.
Sunlit Hoplite gets +1/+0 as long as you control an Elspeth planeswalker.",,2,1,THB,Normal,
"Ashiok, Sculptor of Fears",THB,"B, U","B, U",Planeswalker,Ashiok,6,Mythic,"[+2]: Draw a card. Each player mills two cards.
[−5]: Put target creature card from a graveyard onto the battlefield under your control.
[−11]: Gain control of all creatures target opponent controls.",Mill,,,THB,Normal,
Swimmer in Nightmares,THB,U,U,Creature,"Nightmare, Merfolk",3,Uncommon,"Swimmer in Nightmares gets +3/+0 as long as there are ten or more cards in a single graveyard.
Swimmer in Nightmares can't be blocked as long as you control an Ashiok planeswalker.",,1,4,THB,Normal,
Mindwrack Harpy,THB,B,B,"Enchantment, Creature",Harpy,4,Common,"Flying
At the beginning of combat on your turn, each player mills three cards.","Flying, Mill",3,2,THB,Normal,
Ashiok's Forerunner,THB,"B, U","B, U",Creature,"Human, Wizard",5,Rare,"Flash
When Ashiok's Forerunner enters the battlefield, you may search your library and/or graveyard for a card named Ashiok, Sculptor of Fears, reveal it, and put it into your hand. If you search your library this way, shuffle.",Flash,3,3,THB,Normal,
Plains,THB,,W,Land,Plains,0,Common,({T}: Add {W}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DDC, DDE, DDF, DDG, DDH, DDI, DDK, DDL, DDN, DDO, DDP, DDQ, DOM, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PDGM, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Plains,THB,,W,Land,Plains,0,Common,({T}: Add {W}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DDC, DDE, DDF, DDG, DDH, DDI, DDK, DDL, DDN, DDO, DDP, DDQ, DOM, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PDGM, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Island,THB,,U,Land,Island,0,Common,({T}: Add {U}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD2, DDE, DDF, DDH, DDI, DDJ, DDM, DDN, DDO, DDQ, DDS, DDT, DDU, DOM, DPA, DTK, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL02, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
